code,description,status,work_rvu,facility_pe_rvu,mp_rvu,global_days,conversion_factor
0001F,Heart failure composite,I,0.00,0.00,0.00,XXX,33.4009
0005F,Osteoarthritis composite,I,0.00,0.00,0.00,XXX,33.4009
00102,Anes px plstc rpr cleft lip,J,0.00,0.00,0.00,XXX,33.4009
00103,Anes rcnstv px eyelid,J,0.00,0.00,0.00,XXX,33.4009
00104,Anes electroconvulsive ther,J,0.00,0.00,0.00,XXX,33.4009
00124,Anes px ear otoscopy,J,0.00,0.00,0.00,XXX,33.4009
00126,Anes px ear tympanotomy,J,0.00,0.00,0.00,XXX,33.4009
0012F,Cap bacterial assess,I,0.00,0.00,0.00,XXX,33.4009
00144,Anes px eye corneal trnspl,J,0.00,0.00,0.00,XXX,33.4009
00145,Anes px eye vitreortnl surg,J,0.00,0.00,0.00,XXX,33.4009
00147,Anes px on eye iridectomy,J,0.00,0.00,0.00,XXX,33.4009
00148,Anes px eye ophthalmoscopy,J,0.00,0.00,0.00,XXX,33.4009
0014F,Comp preop assess cat surg,I,0.00,0.00,0.00,XXX,33.4009
0015F,Melan follow-up complete,I,0.00,0.00,0.00,XXX,33.4009
00162,Anes px nose&sinus rad surg,J,0.00,0.00,0.00,XXX,33.4009
00164,Anes px nose&sins bx sft tis,J,0.00,0.00,0.00,XXX,33.4009
00172,Anes ntroral px rpr clft pal,J,0.00,0.00,0.00,XXX,33.4009
00174,Anes ntrorl exc rtrphrng tum,J,0.00,0.00,0.00,XXX,33.4009
00176,Anes intraoral px rad surg,J,0.00,0.00,0.00,XXX,33.4009
00192,Anes px fcl b1/skl rad surg,J,0.00,0.00,0.00,XXX,33.4009
00210,Anes intracranial px nos,J,0.00,0.00,0.00,XXX,33.4009
00211,Anes icr px crnec/crnot hmtm,J,0.00,0.00,0.00,XXX,33.4009
00212,Anes icr px subdural taps,J,0.00,0.00,0.00,XXX,33.4009
00214,Anes icr px burr holes,J,0.00,0.00,0.00,XXX,33.4009
00215,Anes icr px crnop/elvtn fx,J,0.00,0.00,0.00,XXX,33.4009
00216,Anes icr px vascular px,J,0.00,0.00,0.00,XXX,33.4009
00218,Anes icr px in sitting pos,J,0.00,0.00,0.00,XXX,33.4009
00220,Anes icr px csf shunting px,J,0.00,0.00,0.00,XXX,33.4009
00222,Anes icr px ecoag icr nrv,J,0.00,0.00,0.00,XXX,33.4009
00322,Anes all px nck ndl bx thyr,J,0.00,0.00,0.00,XXX,33.4009
00326,Anes all px larynx&trach<1yr,J,0.00,0.00,0.00,XXX,33.4009
00350,Anes px major vsl neck nos,J,0.00,0.00,0.00,XXX,33.4009
00352,Anes px maj vsl nck smpl lig,J,0.00,0.00,0.00,XXX,33.4009
00402,Anes integ sys rcnstv breast,J,0.00,0.00,0.00,XXX,33.4009
00404,Anes integ sys rad/modf brst,J,0.00,0.00,0.00,XXX,33.4009
00406,Anes integ sys rad brst dsj,J,0.00,0.00,0.00,XXX,33.4009
00410,Anes integ sys conv arrhyt,J,0.00,0.00,0.00,XXX,33.4009
00450,Anes px clav&scapula nos,J,0.00,0.00,0.00,XXX,33.4009
00454,Anes px clav&scapula bx clav,J,0.00,0.00,0.00,XXX,33.4009
00470,Anes partial rib rescj nos,J,0.00,0.00,0.00,XXX,33.4009
00472,Anes prtl rib rescj thoracop,J,0.00,0.00,0.00,XXX,33.4009
00474,Anes prtl rib rescj rad px,J,0.00,0.00,0.00,XXX,33.4009
00522,Anes clsd ch px ndl bx pleur,J,0.00,0.00,0.00,XXX,33.4009
00524,Anes clsd ch px pneumocents,J,0.00,0.00,0.00,XXX,33.4009
00528,Anes clsd ch mediast&thrc wo,J,0.00,0.00,0.00,XXX,33.4009
00529,Anes clsd ch mediast&thrc w/,J,0.00,0.00,0.00,XXX,33.4009
00530,Anes perm transvns pm insj,J,0.00,0.00,0.00,XXX,33.4009
00532,Anes access ctr venous crcj,J,0.00,0.00,0.00,XXX,33.4009
00534,Anes insertion/rplcmt cvdfb,J,0.00,0.00,0.00,XXX,33.4009
00537,Anes cardiac ep procedures,J,0.00,0.00,0.00,XXX,33.4009
00539,Anes tracheobronchial rcnstj,J,0.00,0.00,0.00,XXX,33.4009
00541,Anes thrcm px 1 lung vntj,J,0.00,0.00,0.00,XXX,33.4009
00542,Anes thrcm px decortication,J,0.00,0.00,0.00,XXX,33.4009
00546,Anes thrcm px pulm rescj,J,0.00,0.00,0.00,XXX,33.4009
00548,Anes thrcm px trach&bronchi,J,0.00,0.00,0.00,XXX,33.4009
0054T,Bone srgry cmptr fluor image,C,0.00,0.00,0.00,XXX,33.4009
00550,Anes for sternal debridement,J,0.00,0.00,0.00,XXX,33.4009
0055T,Bone srgry cmptr ct/mri imag,C,0.00,0.00,0.00,XXX,33.4009
00561,Anes px heart w/pump<1 yr,J,0.00,0.00,0.00,XXX,33.4009
00562,Anes px hrt w/pump age 1yr+,J,0.00,0.00,0.00,XXX,33.4009
00563,Anes px heart w/pmp crc arst,J,0.00,0.00,0.00,XXX,33.4009
00566,Anes direct cabg w/o pump,J,0.00,0.00,0.00,XXX,33.4009
00567,Anes direct cabg w/pump,J,0.00,0.00,0.00,XXX,33.4009
00580,Anes heart/lung transplant,J,0.00,0.00,0.00,XXX,33.4009
00604,Anes px crv spn&cord sitting,J,0.00,0.00,0.00,XXX,33.4009
00625,Anes thrc spine wo 1lng vent,J,0.00,0.00,0.00,XXX,33.4009
00626,Anes thrc spine w/1 lng vent,J,0.00,0.00,0.00,XXX,33.4009
00632,Anes px lumbar sympathectomy,J,0.00,0.00,0.00,XXX,33.4009
00635,Anes dx/ther lumbar pnxr,J,0.00,0.00,0.00,XXX,33.4009
00640,Anes spine manipulation,J,0.00,0.00,0.00,XXX,33.4009
00670,Anes xtnsv sp&spi cord px,J,0.00,0.00,0.00,XXX,33.4009
00702,Anes upr ant abd wall lvr bx,J,0.00,0.00,0.00,XXX,33.4009
0071T,Us leiomyomata ablate <200,C,0.00,0.00,0.00,XXX,33.4009
0072T,Fcsd us abltj leiomyom>=200,C,0.00,0.00,0.00,XXX,33.4009
00730,Anes px upper pst abdl wall,J,0.00,0.00,0.00,XXX,33.4009
00731,Anes upr gi ndsc px nos,J,0.00,0.00,0.00,XXX,33.4009
00732,Anes upr gi ndsc px ercp,J,0.00,0.00,0.00,XXX,33.4009
00750,Anes hrna rpr upr abd nos,J,0.00,0.00,0.00,XXX,33.4009
00752,Anes hrna rpr lmbr&vnt&/dehs,J,0.00,0.00,0.00,XXX,33.4009
00754,Anes hrna rpr omphalocele,J,0.00,0.00,0.00,XXX,33.4009
00756,Anes hrna rpr diphrg hrna,J,0.00,0.00,0.00,XXX,33.4009
0075T,Perq stent/chest vert art,C,0.00,0.00,0.00,XXX,33.4009
0076T,S&i stent/chest vert art,C,0.00,0.00,0.00,XXX,33.4009
00770,Anes px maj abd blood vessel,J,0.00,0.00,0.00,XXX,33.4009
00792,Anes iper upr abd prtl hptc,J,0.00,0.00,0.00,XXX,33.4009
00794,Anes iper upr abd pncrtect,J,0.00,0.00,0.00,XXX,33.4009
00796,Anes iper upr abd lvr trnspl,J,0.00,0.00,0.00,XXX,33.4009
00797,Anes iper upr abd gstr px mo,J,0.00,0.00,0.00,XXX,33.4009
00802,Anes px lwr abdl wal pannic,J,0.00,0.00,0.00,XXX,33.4009
00811,Anes lwr intst ndsc nos,J,0.00,0.00,0.00,XXX,33.4009
00812,Anes lwr intst scr colsc,J,0.00,0.00,0.00,XXX,33.4009
00813,Anes upr lwr gi ndsc px,J,0.00,0.00,0.00,XXX,33.4009
00820,Anes px lwr post abdl wall,J,0.00,0.00,0.00,XXX,33.4009
00830,Anes hernia rpr lwr abd nos,J,0.00,0.00,0.00,XXX,33.4009
00832,Anes hernia repair vnt&incal,J,0.00,0.00,0.00,XXX,33.4009
00834,Anes hernia repair<1 yr age,J,0.00,0.00,0.00,XXX,33.4009
00836,Anes hrna rpr<37wk brth<50,J,0.00,0.00,0.00,XXX,33.4009
00842,Anes iper px amniocentesis,J,0.00,0.00,0.00,XXX,33.4009
00844,Anes iper px abdmnprnl rescj,J,0.00,0.00,0.00,XXX,33.4009
00846,Anes iper px rad hystrectomy,J,0.00,0.00,0.00,XXX,33.4009
00848,Anes iper px pel exentration,J,0.00,0.00,0.00,XXX,33.4009
00851,Anes iper px tubal ligation,J,0.00,0.00,0.00,XXX,33.4009
00862,Anes xtrprtl lwr abd rnl px,J,0.00,0.00,0.00,XXX,33.4009
00864,Anes xtrprt lwr abd tot cstc,J,0.00,0.00,0.00,XXX,33.4009
00865,Anes xtrprt lwr abd prst8ect,J,0.00,0.00,0.00,XXX,33.4009
00866,Anes xtrprt lw abd adrnlctmy,J,0.00,0.00,0.00,XXX,33.4009
00868,Anes xtrprtl px rnl transpl,J,0.00,0.00,0.00,XXX,33.4009
00870,Anes xtrprtl cystolithotomy,J,0.00,0.00,0.00,XXX,33.4009
00872,Anes lithotrp esw water bath,J,0.00,0.00,0.00,XXX,33.4009
00873,Anes lithotrp esw wo wtr bth,J,0.00,0.00,0.00,XXX,33.4009
00882,Anes maj lwr adb vsl ivc lig,J,0.00,0.00,0.00,XXX,33.4009
00904,Anes radical perineal px,J,0.00,0.00,0.00,XXX,33.4009
00906,Anes vulvectomy,J,0.00,0.00,0.00,XXX,33.4009
00908,Anes perineal prostatectomy,J,0.00,0.00,0.00,XXX,33.4009
00912,Anes trurl px rescj bldr tum,J,0.00,0.00,0.00,XXX,33.4009
00914,Anes trurl px rescj prst8,J,0.00,0.00,0.00,XXX,33.4009
00916,Anes trurl px rescj bleeding,J,0.00,0.00,0.00,XXX,33.4009
00918,Anes trurl px urtrl cal rmvl,J,0.00,0.00,0.00,XXX,33.4009
00920,Anes px male genitalia nos,J,0.00,0.00,0.00,XXX,33.4009
00921,Anes px male genitalia vasec,J,0.00,0.00,0.00,XXX,33.4009
00922,Anes px male gent sem ves,J,0.00,0.00,0.00,XXX,33.4009
00924,Anes male gent undscnd tstis,J,0.00,0.00,0.00,XXX,33.4009
00926,Anes male gent rad orch ing,J,0.00,0.00,0.00,XXX,33.4009
00928,Anes male gent rad orch abd,J,0.00,0.00,0.00,XXX,33.4009
00930,Anes px male gent orchiopexy,J,0.00,0.00,0.00,XXX,33.4009
00932,Anes male gent compl amp pns,J,0.00,0.00,0.00,XXX,33.4009
00934,Anes rad amp penis ingun lym,J,0.00,0.00,0.00,XXX,33.4009
00936,Anes rad amp pns ingun&ilac,J,0.00,0.00,0.00,XXX,33.4009
00938,Anes insj penile prosthesis,J,0.00,0.00,0.00,XXX,33.4009
00942,Anes vag px clptmy vgnc clpr,J,0.00,0.00,0.00,XXX,33.4009
00944,Anes vag px vag hysterectomy,J,0.00,0.00,0.00,XXX,33.4009
00948,Anes vag px crv cerclage,J,0.00,0.00,0.00,XXX,33.4009
00950,Anes vag px culdoscopy,J,0.00,0.00,0.00,XXX,33.4009
00952,Anes vag px hystsc&/hsg,J,0.00,0.00,0.00,XXX,33.4009
0095T,Rmvl artific disc addl crvcl,C,0.00,0.00,0.00,XXX,33.4009
0098T,Rev artific disc addl,C,0.00,0.00,0.00,XXX,33.4009
0100T,Prosth retina receive&gen,C,0.00,0.00,0.00,XXX,33.4009
0101T,Esw muscskel sys nos,C,0.00,0.00,0.00,XXX,33.4009
0102T,Esw phy anes lat hmrl epcndl,C,0.00,0.00,0.00,XXX,33.4009
0106T,Touch quant sensory test,C,0.00,0.00,0.00,XXX,33.4009
0107T,Vibrate quant sensory test,C,0.00,0.00,0.00,XXX,33.4009
0108T,Cool quant sensory test,C,0.00,0.00,0.00,XXX,33.4009
0109T,Heat quant sensory test,C,0.00,0.00,0.00,XXX,33.4009
0110T,Nos quant sensory test,C,0.00,0.00,0.00,XXX,33.4009
01120,Anes px on bony pelvis,J,0.00,0.00,0.00,XXX,33.4009
01130,Anes body cast appl/revj,J,0.00,0.00,0.00,XXX,33.4009
01140,Anes ntrplvabdmnl amputation,J,0.00,0.00,0.00,XXX,33.4009
01150,Anes rad px tumor of pelvis,J,0.00,0.00,0.00,XXX,33.4009
01160,Anes clsd px symph pub/si jt,J,0.00,0.00,0.00,XXX,33.4009
01170,Anes opn px symph pub/si jt,J,0.00,0.00,0.00,XXX,33.4009
01173,Anes opn rpr fx disrpj plvs,J,0.00,0.00,0.00,XXX,33.4009
01202,Anes arthroscopic px hip jt,J,0.00,0.00,0.00,XXX,33.4009
01212,Anes open px hip jt disrtcj,J,0.00,0.00,0.00,XXX,33.4009
01215,Anes opn revj tot hip arthrp,J,0.00,0.00,0.00,XXX,33.4009
01220,Anes clsd px upper 2/3 femur,J,0.00,0.00,0.00,XXX,33.4009
01230,Anes opn upper 2/3 femur nos,J,0.00,0.00,0.00,XXX,33.4009
01232,Anes opn px upr 2/3 fem amp,J,0.00,0.00,0.00,XXX,33.4009
01234,Anes opn upr 2/3 fem rad res,J,0.00,0.00,0.00,XXX,33.4009
01250,Anes all px nrv musc upr leg,J,0.00,0.00,0.00,XXX,33.4009
01260,Anes all px veins upper leg,J,0.00,0.00,0.00,XXX,33.4009
01270,Anes px arteries upr leg nos,J,0.00,0.00,0.00,XXX,33.4009
01272,Anes px art femoral art lig,J,0.00,0.00,0.00,XXX,33.4009
01274,Anes px art fem art emblc,J,0.00,0.00,0.00,XXX,33.4009
01320,Anes all px nrv msc kne&/pop,J,0.00,0.00,0.00,XXX,33.4009
01340,Anes clsd px lower 1/3 femur,J,0.00,0.00,0.00,XXX,33.4009
01360,Anes open px lower 1/3 femur,J,0.00,0.00,0.00,XXX,33.4009
01380,Anes all clsd px knee joint,J,0.00,0.00,0.00,XXX,33.4009
01382,Anes dx arthrs px knee jt,J,0.00,0.00,0.00,XXX,33.4009
01390,Anes cls px upr tib fib&/pat,J,0.00,0.00,0.00,XXX,33.4009
01392,Anes opn px upr tib fib&/pat,J,0.00,0.00,0.00,XXX,33.4009
01404,Anes opn/arthrs disrtcj knee,J,0.00,0.00,0.00,XXX,33.4009
01420,Anes cst appl rmv/rpr kne jt,J,0.00,0.00,0.00,XXX,33.4009
01430,Anes px veins knee&pop nos,J,0.00,0.00,0.00,XXX,33.4009
01432,Anes px vn knee&pop av fstl,J,0.00,0.00,0.00,XXX,33.4009
01440,Anes px art knee&pop nos,J,0.00,0.00,0.00,XXX,33.4009
01442,Anes px art knee&pop teaec,J,0.00,0.00,0.00,XXX,33.4009
01444,Anes px art knee&pop exc&grf,J,0.00,0.00,0.00,XXX,33.4009
01462,Anes clsd px lower l/a/f,J,0.00,0.00,0.00,XXX,33.4009
01464,Anes arthrs px ankle&/foot,J,0.00,0.00,0.00,XXX,33.4009
01470,Anes px nrv msc lw l/a/f nos,J,0.00,0.00,0.00,XXX,33.4009
01472,Anes rpr rpt achilles tendon,J,0.00,0.00,0.00,XXX,33.4009
01474,Anes gastrocnemius recession,J,0.00,0.00,0.00,XXX,33.4009
01482,Anes opn lwr l/a/f rad rescj,J,0.00,0.00,0.00,XXX,33.4009
01484,Anes opn lw l/a/f oste/ostpl,J,0.00,0.00,0.00,XXX,33.4009
01486,Anes open total ankle rplcmt,J,0.00,0.00,0.00,XXX,33.4009
01490,Anes lwr leg cst app rmv/rpr,J,0.00,0.00,0.00,XXX,33.4009
01500,Anes px art lower leg nos,J,0.00,0.00,0.00,XXX,33.4009
01502,Anes px art lower leg emblc,J,0.00,0.00,0.00,XXX,33.4009
01520,Anes px veins lower leg nos,J,0.00,0.00,0.00,XXX,33.4009
01522,Anes px vn lwr leg ven thrmb,J,0.00,0.00,0.00,XXX,33.4009
01610,Anes all px nrv musc sho&ax,J,0.00,0.00,0.00,XXX,33.4009
01620,Anes clsd px shoulder joint,J,0.00,0.00,0.00,XXX,33.4009
01622,Anes dx arthr px shoulder jt,J,0.00,0.00,0.00,XXX,33.4009
01634,Anes open/arthrs sho disrtcj,J,0.00,0.00,0.00,XXX,33.4009
01636,Anes open/arthr ntrthrc amp,J,0.00,0.00,0.00,XXX,33.4009
01638,Anes opn/arthr tot sho rplcm,J,0.00,0.00,0.00,XXX,33.4009
0164T,Remove lumb artif disc addl,C,0.00,0.00,0.00,YYY,33.4009
01650,Anes art sho&ax nos,J,0.00,0.00,0.00,XXX,33.4009
01652,Anes art sho&ax ax-brch arsm,J,0.00,0.00,0.00,XXX,33.4009
01654,Anes art sho&ax bypass grf,J,0.00,0.00,0.00,XXX,33.4009
01656,Anes art sho&ax ax-fem bpg,J,0.00,0.00,0.00,XXX,33.4009
0165T,Revise lumb artif disc addl,C,0.00,0.00,0.00,YYY,33.4009
01670,Anes all px vn shoulder&ax,J,0.00,0.00,0.00,XXX,33.4009
01680,Anes sho cast appl rmvl/rpr,J,0.00,0.00,0.00,XXX,33.4009
01712,Anes px nrv msc upr a&e tnot,J,0.00,0.00,0.00,XXX,33.4009
01714,Anes nrv msc upr a&e tnplsty,J,0.00,0.00,0.00,XXX,33.4009
01716,Anes nrv msc upr a&e tndsis,J,0.00,0.00,0.00,XXX,33.4009
01730,Anes clsd px humerus&elbow,J,0.00,0.00,0.00,XXX,33.4009
01732,Anes dx arthrs px elbow jt,J,0.00,0.00,0.00,XXX,33.4009
01740,Anes opn/arthrs px elbw nos,J,0.00,0.00,0.00,XXX,33.4009
01742,Anes opn/arthrs elbw osteot,J,0.00,0.00,0.00,XXX,33.4009
01744,Anes opn/arthrs elbw rpr hum,J,0.00,0.00,0.00,XXX,33.4009
0174T,Cad cxr with interp,C,0.00,0.00,0.00,XXX,33.4009
01756,Anes opn/arthrs elbw rad px,J,0.00,0.00,0.00,XXX,33.4009
01758,Anes opn/arthrs elbw exc cst,J,0.00,0.00,0.00,XXX,33.4009
0175T,Cad cxr remote,C,0.00,0.00,0.00,XXX,33.4009
01760,Anes opn/arthr elb tot rplct,J,0.00,0.00,0.00,XXX,33.4009
01770,Anes px art upr arm&elbw nos,J,0.00,0.00,0.00,XXX,33.4009
01772,Anes art upr arm&elbw emblc,J,0.00,0.00,0.00,XXX,33.4009
01780,Anes px vn upr arm&elbw nos,J,0.00,0.00,0.00,XXX,33.4009
01782,Anes vn upr arm&elbw phlbrpy,J,0.00,0.00,0.00,XXX,33.4009
01820,Anes clsd px rds u/w/h bones,J,0.00,0.00,0.00,XXX,33.4009
01829,Anes dx arthroscopic px wrst,J,0.00,0.00,0.00,XXX,33.4009
01830,Anes arthr/ndsc wrst/hnd nos,J,0.00,0.00,0.00,XXX,33.4009
01832,Anes arthr/ndsc tot wrst rpl,J,0.00,0.00,0.00,XXX,33.4009
01840,Anes art f/arm wrst&hnd nos,J,0.00,0.00,0.00,XXX,33.4009
01842,Anes art farm wrst&hnd emblc,J,0.00,0.00,0.00,XXX,33.4009
01844,Anes vasc shunt/shunt revj,J,0.00,0.00,0.00,XXX,33.4009
01850,Anes vein f/arm wrst&hnd nos,J,0.00,0.00,0.00,XXX,33.4009
01852,Anes px vn f/arm phlbrrhaphy,J,0.00,0.00,0.00,XXX,33.4009
01860,Anes forearm wrist/hand cast,J,0.00,0.00,0.00,XXX,33.4009
01916,Anes dx arteriography/vngrph,J,0.00,0.00,0.00,XXX,33.4009
01922,Anes n-invas img/radj ther,J,0.00,0.00,0.00,XXX,33.4009
01925,Anes ivntl rad artl crtd/c,J,0.00,0.00,0.00,XXX,33.4009
01926,Anes ivntl rad icr icar/aort,J,0.00,0.00,0.00,XXX,33.4009
01930,Anes ther ivntl rad ven nos,J,0.00,0.00,0.00,XXX,33.4009
01931,Anes ivnt rad ntrhpt/prt crc,J,0.00,0.00,0.00,XXX,33.4009
01932,Anes th ivnt rad ntrthrc/jug,J,0.00,0.00,0.00,XXX,33.4009
01933,Anes ther ivntl rad px icr,J,0.00,0.00,0.00,XXX,33.4009
01937,Anes drg/aspir crv/thrc,J,0.00,0.00,0.00,XXX,33.4009
01938,Anes drg/aspir lmbr/sac,J,0.00,0.00,0.00,XXX,33.4009
01939,Anes nulyt agt crv/thrc,J,0.00,0.00,0.00,XXX,33.4009
01940,Anes nulyt agt lmbr/sac,J,0.00,0.00,0.00,XXX,33.4009
01941,Anes neuromd/ntrvrt crv/thrc,J,0.00,0.00,0.00,XXX,33.4009
01942,Anes neuromd/ntrvrt lmbr/sac,J,0.00,0.00,0.00,XXX,33.4009
01951,Anes 2&3 burn less 4 % tbsa,J,0.00,0.00,0.00,XXX,33.4009
01952,Anes 2&3 burn 4-9% tbsa,J,0.00,0.00,0.00,XXX,33.4009
01953,Anes 2&3 burn ea add 9% tbsa,J,0.00,0.00,0.00,XXX,33.4009
01958,Anes xtrnl cephalic version,J,0.00,0.00,0.00,XXX,33.4009
01962,Anes urgent hysterectomy,J,0.00,0.00,0.00,XXX,33.4009
01963,Anes cesarean hysterectomy,J,0.00,0.00,0.00,XXX,33.4009
01965,Anes incompl/missed ab px,J,0.00,0.00,0.00,XXX,33.4009
01966,Anes induced abortion px,J,0.00,0.00,0.00,XXX,33.4009
01969,Anes c hyst flwg neuraxial,J,0.00,0.00,0.00,XXX,33.4009
0198T,Ocular blood flow measure,C,0.00,0.00,0.00,XXX,33.4009
01991,Anes dx/ther nrv blk&inj oth,J,0.00,0.00,0.00,XXX,33.4009
01992,Anes dx/ther nrv blk&inj prn,J,0.00,0.00,0.00,XXX,33.4009
01996,Dly hosp mgmt edrl rx admin,J,0.00,0.00,0.00,XXX,33.4009
0200T,Perq sacral augmt unilat inj,C,0.00,0.00,0.00,XXX,33.4009
0201T,Perq sacral augmt bilat inj,C,0.00,0.00,0.00,XXX,33.4009
0202T,Post vert arthrplst 1 lumbar,C,0.00,0.00,0.00,XXX,33.4009
0207T,Clear eyelid gland w/heat,C,0.00,0.00,0.00,XXX,33.4009
0208T,Audiometry air only,C,0.00,0.00,0.00,XXX,33.4009
0209T,Audiometry air & bone,C,0.00,0.00,0.00,XXX,33.4009
0210T,Speech audiometry threshold,C,0.00,0.00,0.00,XXX,33.4009
0211T,Speech audiom thresh & recog,C,0.00,0.00,0.00,XXX,33.4009
0212T,Compre audiometry evaluation,C,0.00,0.00,0.00,XXX,33.4009
0213T,Njx paravert w/us cer/thor,C,0.00,0.00,0.00,XXX,33.4009
0214T,Njx paravert w/us cer/thor,C,0.00,0.00,0.00,ZZZ,33.4009
0215T,Njx paravert w/us cer/thor,C,0.00,0.00,0.00,ZZZ,33.4009
0216T,Njx paravert w/us lumb/sac,C,0.00,0.00,0.00,XXX,33.4009
0217T,Njx paravert w/us lumb/sac,C,0.00,0.00,0.00,ZZZ,33.4009
0218T,Njx paravert w/us lumb/sac,C,0.00,0.00,0.00,ZZZ,33.4009
0219T,Plmt post facet implt cerv,C,0.00,0.00,0.00,XXX,33.4009
0220T,Plmt post facet implt thor,C,0.00,0.00,0.00,XXX,33.4009
0221T,Plmt post facet implt lumb,C,0.00,0.00,0.00,XXX,33.4009
0222T,Plmt post facet implt addl,C,0.00,0.00,0.00,ZZZ,33.4009
0232T,Njx platelet plasma,C,0.00,0.00,0.00,XXX,33.4009
0234T,Trluml perip athrc renal art,C,0.00,0.00,0.00,YYY,33.4009
0235T,Trluml perip athrc visceral,C,0.00,0.00,0.00,YYY,33.4009
0236T,Trluml perip athrc abd aorta,C,0.00,0.00,0.00,YYY,33.4009
0237T,Trluml perip athrc brchiocph,C,0.00,0.00,0.00,YYY,33.4009
0238T,Trluml perip athrc iliac art,C,0.00,0.00,0.00,YYY,33.4009
0253T,Insert aqueous drain device,C,0.00,0.00,0.00,YYY,33.4009
0263T,Im b1 mrw cel ther cmpl,C,0.00,0.00,0.00,XXX,33.4009
0264T,Im b1 mrw cel ther xcl hrvst,C,0.00,0.00,0.00,XXX,33.4009
0265T,Im b1 mrw cel ther hrvst onl,C,0.00,0.00,0.00,XXX,33.4009
0274T,Prq lamot/lam dcmpr crv/thrc,C,0.00,0.00,0.00,YYY,33.4009
0278T,Tempr,C,0.00,0.00,0.00,XXX,33.4009
0308T,Insj ocular telescope prosth,C,0.00,0.00,0.00,YYY,33.4009
0329T,Mntr io press 24hrs/> uni/bi,C,0.00,0.00,0.00,YYY,33.4009
0330T,Tear film img uni/bi w/i&r,C,0.00,0.00,0.00,YYY,33.4009
0331T,Heart symp image plnr,C,0.00,0.00,0.00,YYY,33.4009
0332T,Heart symp image plnr spect,C,0.00,0.00,0.00,YYY,33.4009
0333T,Visual ep scr acuity auto,C,0.00,0.00,0.00,YYY,33.4009
0335T,Insj sinus tarsi implant,C,0.00,0.00,0.00,YYY,33.4009
0338T,Trnscth renal symp denrv unl,C,0.00,0.00,0.00,YYY,33.4009
0339T,Trnscth renal symp denrv bil,C,0.00,0.00,0.00,YYY,33.4009
0342T,Thxp apheresis w/hdl delip,C,0.00,0.00,0.00,YYY,33.4009
0345T,Transcath mtral vlve repair,C,0.00,0.00,0.00,YYY,33.4009
0347T,Ins bone device for rsa,C,0.00,0.00,0.00,YYY,33.4009
0348T,Rsa spine exam,C,0.00,0.00,0.00,YYY,33.4009
0349T,Rsa upper extr exam,C,0.00,0.00,0.00,YYY,33.4009
0350T,Rsa lower extr exam,C,0.00,0.00,0.00,YYY,33.4009
0351T,Intraop oct brst/node spec,C,0.00,0.00,0.00,YYY,33.4009
0352T,Oct brst/node i&r per spec,C,0.00,0.00,0.00,YYY,33.4009
0353T,Intraop oct breast cavity,C,0.00,0.00,0.00,YYY,33.4009
0354T,Oct breast surg cavity i&r,C,0.00,0.00,0.00,YYY,33.4009
0358T,Bia whole body,C,0.00,0.00,0.00,YYY,33.4009
0362T,Bhv id suprt assmt ea 15 min,C,0.00,0.00,0.00,YYY,33.4009
0373T,Adapt bhv tx ea 15 min,C,0.00,0.00,0.00,YYY,33.4009
0378T,Visual field assmnt rev/rprt,C,0.00,0.00,0.00,XXX,33.4009
0379T,Vis field assmnt tech suppt,C,0.00,0.00,0.00,XXX,33.4009
0395T,Hdr elctr ntrst/ntrcv brchtx,C,0.00,0.00,0.00,XXX,33.4009
0397T,Ercp w/optical endomicroscpy,C,0.00,0.00,0.00,XXX,33.4009
0402T,Colgn crs-link crn&pachymtry,C,0.00,0.00,0.00,XXX,33.4009
0403T,Diabetes prev standard curr,C,0.00,0.00,0.00,XXX,33.4009
0408T,Insj/rplc cardiac modulj sys,C,0.00,0.00,0.00,XXX,33.4009
0409T,Insj/rplc car modulj pls gn,C,0.00,0.00,0.00,XXX,33.4009
0410T,Insj/rplc car modulj atr elt,C,0.00,0.00,0.00,XXX,33.4009
0411T,Insj/rplc car modulj vnt elt,C,0.00,0.00,0.00,XXX,33.4009
0412T,Rmvl cardiac modulj pls gen,C,0.00,0.00,0.00,XXX,33.4009
0413T,Rmvl car modulj tranvns elt,C,0.00,0.00,0.00,XXX,33.4009
0414T,Rmvl & rpl car modulj pls gn,C,0.00,0.00,0.00,XXX,33.4009
0415T,Repos car modulj tranvns elt,C,0.00,0.00,0.00,XXX,33.4009
0416T,Reloc skin pocket pls gen,C,0.00,0.00,0.00,YYY,33.4009
0417T,Prgrmg eval cardiac modulj,C,0.00,0.00,0.00,XXX,33.4009
0418T,Interro eval cardiac modulj,C,0.00,0.00,0.00,XXX,33.4009
0419T,Dstrj neurofibroma xtnsv,C,0.00,0.00,0.00,XXX,33.4009
0420T,Dstrj neurofibroma xtnsv,C,0.00,0.00,0.00,XXX,33.4009
0422T,Tactile breast img uni/bi,C,0.00,0.00,0.00,XXX,33.4009
0437T,Impltj synth rnfcmt abdl wal,C,0.00,0.00,0.00,ZZZ,33.4009
0439T,Myocrd contrast prfuj echo,C,0.00,0.00,0.00,ZZZ,33.4009
0440T,Abltj perc uxtr/perph nrv,C,0.00,0.00,0.00,YYY,33.4009
0441T,Abltj perc lxtr/perph nrv,C,0.00,0.00,0.00,YYY,33.4009
0442T,Abltj perc plex/trncl nrv,C,0.00,0.00,0.00,YYY,33.4009
